MUSEUM,CATALOGUE,TL,WC,TLE,AMBN,BD,BL,DN,BW,SEX,LOCALITY,STATE/DEPARMENT,MUNICIPIO,COUNTRY,LATITUDE N,LONGITUDE W,COLLECTOR,COLLECTIO DATE,LINEAGE,ALTITUDE
AMNH,91869,12.877,55,31.833,3.067,4.483,6.685,3.543,4.727,M,Escuinapa,Sinaloa,Escuinapa,México,,,,12/05/04,godmani,
AMNH,91870,13.153,56,31.333,2.907,4.557,6.635,3.537,4.573,M,Escuinapa,Sinaloa,Escuinapa,México,,,,12/05/04,godmani,
CNAIB,P015607,13.18,52,29.333,2.48,4.163,6.393,1.59,6.023,M,"Sierra Palos Dulcas, 15 mi al W.S.W. de Cosalá ",Sinaloa,Cosalá,México,ND,ND,Chester C. Lamb,01/05/36,godmani,
MCZ,149284,13.41,52,31.667,2.623,4.087,6.617,2.057,6.017,M,Hacienda El Chilata,Sonsonate,,El Salvador,13.67527778,-89.53222222,"van Rossem, A. J., Dickey, D.R.",,affinis,
MCZ,149285,13.587,52,30.333,2.75,4.525,7.413,1.615,6.213,M,Hacienda El Chilata,Sonsonate,,El Salvador,13.67527778,-89.53222222,"van Rossem, A. J., Dickey, D.R.",,affinis,
MCZ,149289,12.667,51.667,27.667,2.343,3.89,6.993,1.937,6.09,F,Sonsonate,Sonsonate,,El Salvador,13.71888889,-89.72416667,"Miller, A., Dickey, D.R., Howell # 1682",,affinis,
LSUMH,66820,13.7,51.627,27,NA,NA,7.15,2.31,6.787,M,5 mi al SW de Patulul,Suchitepéquez ,,Guatemala,14.41667,-91.16667,,,affinis,
LSUMH,66821,13.047,54.97,29.333,3.25,4.877,6.53,2.04,6.5,M,5 mi al SW de Patulul,Suchitepéquez ,,Guatemala,14.41667,-91.16667,,,affinis,
MLZ,33999,13.217,52.197,24,3.64,NA,6.45,2.11,6.097,M,"Río Guayalejo, a 20 mi al E de El Mante",Tamaulipas,,México,22.798101,-98.712952,Chester C. Lamb,24/03/42,affinis,
MLZ,39596,12.23,51,29,2.447,3.583,6.1,1.867,5.66,M,Llera,Tamaulipas,,México,23.31882,-99.023635,Chester C. Lamb,03/07/40,affinis,
MLZ,39612,12.787,53.167,29.167,3.273,4.12,6.71,1.853,6.17,M,Llera,Tamaulipas,,México,23.31882,-99.023635,Chester C. Lamb,03/07/40,affinis,
MLZ,39873,12.39,47.167,25.667,2.803,3.977,6.37,1.85,6.073,F,"Río Guayalejo, a 20 mi al E de El Mante",Tamaulipas,,México,22.798101,-98.712952,Chester C. Lamb,16/06/40,affinis,
MLZ,39887,12.59,50.167,29.333,2.573,3.783,6.667,1.5,6.21,M,"Río Guayalejo, a 20 mi al E de El Mante",Tamaulipas,,México,22.798101,-98.712952,Chester C. Lamb,18/06/40,affinis,
MCZ,329955,13.107,52,27.5,2.367,3.957,6.417,2.227,5.723,F,Altamira,Tamaulipas,,México,22.4,-97.91666667,"Chamberlain, C. W.",,affinis,
DMNH,46660,12.627,51.167,28.833,2.337,3.857,6.507,1.947,6.17,M,"Mexico Tamaulipas: Tampico, W",Tamaulipas,,México,22.2522222,-97.8352778,"Saunders, Dorothy",29/04/49,affinis,
DMNH,46662,12.757,54.167,31.167,2.6,3.987,6.623,1.757,6.207,M,"Mexico Tamaulipas: Acuna, 3 mi. NW; Sierra de Tamaulipas; 2000 ft.",Tamaulipas,,México,23.3004713,-98.4769734,"Martin, Paul",19/04/49,affinis,
DMNH,46665,12.527,52.333,30.667,2.437,3.79,6.88,1.937,6.077,M,Mexico Tamaulipas: Mesa de Llera,Tamaulipas,,México,23.3172222,-99.0169444,"Sutton, George",11/01/49,affinis,
DMNH,46666,13.24,50.667,29.5,2.333,3.54,6.163,NA,5.26,M,Mexico Tamaulipas: Gomez Farias,Tamaulipas,,México,23.0500002,-99.1499977,"Sutton, George",04/03/39,affinis,
AMNH,84716,13.61,53.073,29.667,2.67,4.263,6.765,3.307,4.877,M,Tampico,Tamaulipas,Tampico,México,,,,00/03/1888,affinis,
AMNH,84717,12.49,52.327,NA,2.937,4.575,6.155,3.43,4.9,M,Tampico,Tamaulipas,Tampico,México,,,,29/05/1888,affinis,
CNAIB,P009712,13.297,53.333,28.667,2.88,4.3,6.493,2.097,6.23,M,Tamaulipas,Tamaulipas,Tamaulipas,México,ND,ND,George Miksoh Sutton,,affinis,
AMNH,328452,13.83,53.327,23.833,2.665,4.217,6.92,4.12,4.513,F,Orica Caliche,Tegucigalpa,,Honduras,,,C. F. Underwood,27/06/37,affinis,
AMNH,328451,13.447,50.983,24.667,NA,4.593,6.74,6.69,6.84,M,Orica Caliche,Tegucigalpa,,Honduras,,,C. F. Underwood,27/06/37,affinis,
MCZ,163144,12.48,52,27,2.337,4.06,6.633,1.87,5.847,M,San Lorenzo,Valle,,Honduras,13.4,-87.45,"Underwood, C. F.",,affinis,
MCZ,163145,13.593,54.667,25.667,2.69,4.127,6.593,1.627,5.553,M,San Lorenzo,Valle,,Honduras,13.4,-87.45,"Underwood, C. F.",,affinis,
MCZ,163146,12.67,50.333,29,2.777,4.52,6.92,1.357,5.857,M,San Lorenzo,Valle,,Honduras,13.4,-87.45,"Underwood, C. F.",,affinis,
MCZ,163147,12.673,52.333,28,2.543,4.117,7.157,1.493,5.84,F,San Lorenzo,Valle,,Honduras,13.4,-87.45,"Underwood, C. F.",,affinis,
MCZ,163148,13.637,54.667,29.333,2.433,4.097,6.417,1.463,5.85,M,San Lorenzo,Valle,,Honduras,13.4,-87.45,"Underwood, C. F.",,affinis,
MCZ,163149,13.143,53,28.333,2.663,4.293,6.55,1.697,5.537,M,San Lorenzo,Valle,,Honduras,13.4,-87.45,"Underwood, C. F.",,affinis,
MCZ,163150,12.677,52.667,27,2.483,4.003,6.923,1.777,5.907,M,San Lorenzo,Valle,,Honduras,13.4,-87.45,"Underwood, C. F.",,affinis,
MCZ,163151,13.08,51.333,27,2.19,NA,6.597,2.05,5.693,F,San Lorenzo,Valle,,Honduras,13.4,-87.45,"Underwood, C. F.",,affinis,
MCZ,163152,12.077,51.333,28,2.79,4.327,6.747,1.747,6.08,M,San Lorenzo,Valle,,Honduras,13.4,-87.45,"Underwood, C. F.",,affinis,
MLZ,34000,12.727,52.997,27,2.74,4.7,6.903,2.2,6.303,M,Presidio,Veracruz,,México,18.678069,-96.772098,Chester C. Lamb,03/05/42,affinis,
MLZ,34001,12.963,52,30,2.86,4.117,6.273,2.143,5.063,M,Presidio,Veracruz,,México,18.678069,-96.772098,Chester C. Lamb,06/05/38,affinis,
MLZ,35684,13.413,46.667,29,2.49,3.89,6.403,2.023,5.947,F,Cerro Guzmán a 20 mi de Veracruz,Veracruz,,México,19.236793,-96.3797,Chester C. Lamb,12/03/39,affinis,
MLZ,35686,13.08,52.167,29.167,2.54,4.4,6.153,1.873,6.067,F,Cerro Guzmán a 20 mi de Veracruz,Veracruz,,México,19.236793,-96.3797,Chester C. Lamb,07/03/39,affinis,
MLZ,35688,14.163,52.333,29.167,2.737,4.143,6.247,1.98,5.9,M,Cerro Guzmán a 20 mi de Veracruz,Veracruz,,México,19.236793,-96.3797,Chester C. Lamb,22/02/39,affinis,
MLZ,39601,12.033,52.167,28.5,2.823,4.333,6.597,1.687,5.82,M,Laguna Tamiahua,Veracruz,,México,21.599933,-97.660237,Chester C. Lamb,03/06/40,affinis,
MLZ,39723,13.853,50,29.333,2.587,4.007,6.633,1.597,5.85,F,Laguna Tamiahua,Veracruz,,México,21.599933,-97.660237,Chester C. Lamb,12/06/40,affinis,
MLZ,39782,12.043,51.333,29.667,2.36,3.703,6.073,1.793,6.007,M,Laguna Tamiahua,Veracruz,,México,21.599933,-97.660237,Chester C. Lamb,25/05/40,affinis,
MLZ,43261,13.01,52.667,29,2.577,4.053,6.41,1.9,6.127,F,Tecoxtempa a 14 mi SW Tuxpan,Veracruz,,México,20.767434,-97.489196,Chester C. Lamb,11/09/42,affinis,
MLZ,43306,13.147,54.667,30.167,2.33,4.253,6.983,2.043,6.177,M,Tecoxtempa a 14 mi SW Tuxpan,Veracruz,,México,20.767434,-97.489196,Chester C. Lamb,11/09/42,affinis,
MLZ,46937,13.203,48,26.333,2.667,NA,6.667,1.7,6.197,F,Cerro Guzmán a 20 mi de Veracruz,Veracruz,,México,19.236793,-96.3797,Chester C. Lamb,17/10/43,affinis,
MLZ,48044,14.627,53,27.667,2.47,4.313,6.84,1.71,6.067,F,Presidio a 35 km al S de Córdoba,Veracruz,,México,18.678069,-96.7694473,Chester C. Lamb,17/04/44,affinis,
MLZ,48592,12.81,52,30,2.847,4.12,6.45,1.747,6.143,F,Rancho Caracol a 30 mi al S de Tezonapa,Veracruz,,México,18.4405752,-96.641211,Chester C. Lamb,14/08/44,affinis,
MLZ,48666,13.13,51.5,29.667,2.367,3.8,6.367,1.457,5.84,M,Rancho Caracol a 30 mi al S de Tezonapa,Veracruz,,México,18.415169,-96.716742,Chester C. Lamb,20/08/44,affinis,
MLZ,48685,13.697,49.5,28,2.703,4.063,6.987,1.983,5.947,F,Rancho Caracol a 30 mi al S de Tezonapa,Veracruz,,México,18.415169,-96.716742,Chester C. Lamb,16/08/44,affinis,
MLZ,52469,12.947,54.5,31.333,2.557,3.897,6.823,1.697,6.5,M,Lado NW del Lago de Catemaco,Veracruz,,México,18.402414,-95.123941,Chester C. Lamb,11/10/46,affinis,
MLZ,52470,13.76,52,33.667,2.543,4.16,6.887,1.827,5.993,M,Lado NW del Lago de Catemaco,Veracruz,,México,18.402414,-95.123941,Chester C. Lamb,03/10/46,affinis,
MLZ,52471,13.527,50,30,2.723,4.247,6.82,2.157,6.237,M,Arroyo Claro a 7 mi al SE de Loma Bonita,Veracruz,,México,18.058674,-95.805244,Chester C. Lamb,21/02/47,affinis,
MLZ,52472,12.837,52,28.833,3.28,4.35,6.927,2.15,6.127,F,Lado NW del Lago de Catemaco,Veracruz,,México,18.402414,-95.123941,Chester C. Lamb,17/10/46,affinis,
MLZ,53446,13.34,54.5,30,2.71,4.283,6.35,1.987,6.26,M,2 mi al NE de Huatusco,Veracruz,,México,19.180693,-96.960486,Chester C. Lamb,27/03/48,affinis,
MLZ,59443,12.98,52,30,2.653,4.083,6.617,1.533,5.977,M,A 20 mi al W de Juan Rodríguez Clara,Veracruz,,México,18.125199,-95.650403,Chester C. Lamb,28/03/51,affinis,
MLZ,59444,13.337,48,28,NA,NA,6.327,1.473,5.717,F,A 20 mi al W de Juan Rodríguez Clara,Veracruz,,México,18.125199,-95.650403,Chester C. Lamb,26/03/51,affinis,
MCZ,12266,12.77,50.667,27.667,2.867,4.317,7.097,1.91,5.953,M,Jalapa,Veracruz,,México,17.75,-92.8,"Montes de Oca, R.",,affinis,
MCZ,31669,11.377,50.333,31.267,2.77,4.237,6.537,1.693,5.877,M,Orizaba,Veracruz,,México,18.85,-97.13333333,"Toro, P. M.",,affinis,
MCZ,31670,13.653,52.5,27.333,2.373,4.367,6.61,1.517,6.097,M,Orizaba,Veracruz,,México,18.85,-97.13333333,"Toro, P. M.",,affinis,
MCZ,102956,13.843,53,28.667,2.54,3.937,6.48,1.8,5.923,M,Antigua,Veracruz,,México,19.31666667,-96.28333333,"Rhoads, S. N.; Rhoads, M. C., Bangs, E. A.; Bangs, O.",,affinis,
MCZ,102958,14.137,52.333,27.667,2.72,4.24,6.697,2.283,5.953,F,Antigua,Veracruz,,México,19.31666667,-96.28333333,"Rhoads, S. N.; Rhoads, M. C., Bangs, E. A.; Bangs, O.",,affinis,
MCZ,233716,11.48,48.667,29,2.663,3.99,7.073,1.677,5.633,F,Presidio,Veracruz,,México,19.08333333,-96.96666667,"Brown, W. W.",,affinis,
DMNH,27496,13.493,51.333,30.667,2.777,4.237,6.327,1.62,5.83,F, Dos Amates al NE de Catemaco,Veracruz,,México,"184,841,667",-95.0502778,"Ramirez V., Abraham",05/11/67,affinis,
DMNH,27497,12.91,54,30,2.5,3.86,6.313,1.547,5.717,F, Dos Amates al NE de Catemaco,Veracruz,,México,18.4841667,-95.0502778,"Ramirez V., Abraham",27/10/66,affinis,
DMNH,27498,12.68,51.167,27.167,2.53,4.027,6.393,2.147,5.82,F, Dos Amates al NE de Catemaco,Veracruz,,México,18.4841668,-95.0502779,"Ramirez V., Abraham",03/11/67,affinis,
DMNH,33845,12.933,54.5,30.333,2.613,4.313,6.633,1.75,6.18,M, Dos Amates al NE de Catemaco,Veracruz,,México,18.4841667,-95.0502778,"Ramirez V., Abraham",08/11/66,affinis,
DMNH,33848,12.86,55,30.167,2.49,4.02,6.04,1.63,5.71,M, El Mirador,Veracruz,Tezonapa,México,18.384013,-96.7303276,"Phillips, Allan",08/01/62,affinis,
DMNH,33882,13.38,52.833,30,2.59,4.067,7.143,2.193,6.063,F,Ocotal Chico,Veracruz,,México,18.2675,-94.8502778,"Phillips, Allan",10/12/62,affinis,
DMNH,33889,13.087,53,29.833,2.457,4.16,6.553,1.883,6.037,F,Mexico Veracruz: El Mirador,Veracruz,,México,18.384013,-96.7303276,"Ramirez V., Abraham",14/01/63,affinis,
DMNH,33890,13.27,53,30.833,2.713,4.147,6.413,1.64,6.21,M,Mexico Veracruz: Dos Amates; NE of Catemaco,Veracruz,,México,18.4841667,-95.0502778,"Ramirez V., Abraham",13/10/67,affinis,
DMNH,33891,14.007,54.667,32,2.347,3.66,6.363,1.897,6.06,M,Mexico Veracruz: Ocotal Chico,Veracruz,,México,18.2675,-94.8502778,"Farfan B., Santos",10/12/62,affinis,
DMNH,33896,12.723,53,30.333,2.79,4.027,6.647,1.613,6.25,M,Mexico Veracruz: El Mirador; Mpio. Tezonapa,Veracruz,,México,18.384013,-96.7303276,"Phillips, Allan",08/01/62,affinis,
DMNH,46657,11.193,50.333,27.333,2.33,3.997,6.5,1.92,5.537,F,"Mexico Veracruz: Potrero, 4 mi. NW; Rio Atoyac",Veracruz,,México,18.9267476,-96.8523788,"Edwards, Ernest",16/04/47,affinis,
DMNH,46659,13.427,56.333,31.333,NA,4.613,7.097,1.937,5.867,M,"Mexico Veracruz: Potrero, 4 mi. NW; Rio Atoyac",Veracruz,,México,18.9267476,-96.8523788,"Edwards, Ernest",14/04/47,affinis,
DMNH,46661,12.927,52,28,2.863,4.84,6.823,2.08,6,M,"Mexico Veracruz: Potrero, 4 mi. NW",Veracruz,,México,18.9267476,-96.8523788,"Lea, R.",18/04/47,affinis,
AMNH,74884,13.22,53.42,30,2.39,3.94,7.19,3.67,4.77,M,Tlacotalpan,Veracruz,Tlacotalpan,México,,,,19/01/1901,affinis,
AMNH,SIN NUMERO,13.513,54.93,21.097,2.153,3.81,6.49,3.557,4.737,M,Orizaba,Veracruz,,México,,,,00/12/1994,affinis,
CNAIB,P009715,12.84,49.333,28.667,2.657,NA,6.713,NA,6.01,F,Atlalco,Veracruz,Benito Juárez,México,ND,ND,Méndez Puga,18/05/82,affinis,
CNAIB,PC024139,13.78,50,27.333,NA,NA,6.207,NA,6.293,F,Cerro de Santa Martha Pajapan 2 km al S de la Valentina,Veracruz,,México,ND,ND,Patricia Escalante P.,17/06/94,affinis,
CNAIB,P009714,12.807,52.167,29.167,2.72,4.317,6.403,1.773,6.283,M,Ejido Atlalco,Veracruz,Benito Juárez,México,ND,ND,E. Hernández M. ,18/05/82,affinis,
CNAIB,PC024138,14.403,54.667,29.667,2.263,4.1,6.72,NA,5.877,M,Sierra de Santa Martha a 5km del NE del Bastonal,Veracruz,,México,ND,ND,Patricia Escalante P.,21/04/98,affinis,
CNAIB,PC024140,13.443,50.333,29.333,NA,4.34,6.73,NA,6.533,M,Cerro de Santa Martha Pajapan 2 km al S de la Valentina,Veracruz,,México,ND,ND,Ernesto Díaz y Guadalupe López,17/06/94,affinis,
MCZ,41098,NA,52.667,29,NA,3.83,6.143,2.003,6.085,M,Chichen-Itza,Yucatán,,México,20.66666667,-88.56666667,"Thompson, E. H.",,affinis,
DMNH,33846,13.153,52,28.167,2.273,3.583,6.233,1.437,5.47,F,"Progreso, 4.7 km al S",Yucatán,,México,21.2463423,-89.6591663,"Phillips, Allan",05/11/63,affinis,
DMNH,33887,13.14,49.167,27,2.337,3.67,6.457,1.643,6.027,F,"Mexico Yucatan: Tizimin, 20 km N; big cenote 10 km S of Loche",Yucatán,,México,21.3472433,-88.1700756,"Phillips, Allan",27/01/65,affinis,
DMNH,33888,12.937,50.667,28.333,2.373,3.693,6.56,1.663,6.2,F,"Mexico Yucatan: Tizimin, 18 km N; half way from Kikil to Loche",Yucatán,,México,21.3172447,-88.1650755,"Phillips, Allan",27/01/65,affinis,
MCZ,193972,13.42,52,27.333,2.907,4.38,7.257,1.66,6.05,M,,Zacapa,Sierra de las Minas,Guatemala,15.16666667,-89.66666667,"Land, H. C.",,affinis,
MCZ,34413,12.777,52.667,29.667,3.13,4.42,7.18,1.91,6.09,M,,,,Guatemala,,,"Salvin, O.",,affinis,
MCZ,34561,12.89,51.667,27.333,2.407,4.11,6.993,2.14,6.17,F,,,,,,,"Nino, W.",,affinis,
MCZ,104756,12.153,53.667,27.667,2.377,4.197,6.553,1.63,5.913,M,"on the boundary of Honduras & Nicaragua, 180 m from Pacific",,,Honduras,12.987678,-87.306856,"Webster, F. B.",,affinis,
MCZ,104757,12.673,54,30.333,2.717,4.213,6.607,1.807,5.487,M,"on the boundary of Honduras & Nicaragua, 180 m from Pacific",,,Honduras,12.987678,-87.306856,"Webster, F. B.",,affinis,
MCZ,104758,12.633,53,24.667,2.583,4.15,6.593,2.073,6.077,M,"on the boundary of Honduras & Nicaragua, 180 m from Pacific",,,Honduras,12.987678,-87.306856,"Webster, F. B.",,affinis,
MCZ,104759,12.39,51.333,27.333,2.523,4.343,6.803,2.073,5.9,F,"on the boundary of Honduras & Nicaragua, 180 m from Pacific",,,Honduras,12.987678,-87.306856,"Webster, F. B.",,affinis,
AMNH,40455,12.72,52.797,28.667,2.783,4.103,4.97,3.713,5.023,F,|,Yucatán,,México,,,,,affinis,
AMNH,101492,12.463,53.157,24.5,2.84,4.467,7.22,3.527,4.567,F,Leon,,,Nicaragua,,,Wm. B. Richardson,30/04/07,affinis,
AMNH,101493,13.657,54.763,28,2.827,4.483,6.84,3.437,4.727,F,Volcan de Chinandega,,,Nicaragua,,,Wm. B. Richardson,09/05/07,affinis,
AMNH,103213,13.037,54.177,26.167,2.827,4.33,6.58,3.433,4.843,F,Muy Muy,,,Nicaragua,,,Wm. B. Richardson,28/07/08,affinis,
AMNH,103214,12.32,52.59,27.833,2.657,4.17,6.37,3.47,4.977,F,Muy Muy,,,Nicaragua,,,Wm. B. Richardson,31/07/08,affinis,
AMNH,328450,13.397,48.733,25.667,NA,4.54,6.375,3.895,4.21,F,Catacamas el Boquerón,,,Honduras,,,C. F. Underwood,22/04/37,affinis,
AMNH,392749,12.917,54.577,28.333,2.92,4.47,6.965,3.607,4.983,F,El Zapotal,,,Costa Rica,,,Austin Smith,17/01/22,affinis,
AMNH,392750,13.19,51.46,26.833,2.953,4.547,7.23,3.74,4.627,F,El Bebedero,,,Costa Rica,,,Austin Smith,22/02/22,affinis,
AMNH,392751,13.633,54.123,29.333,3.22,4.61,6.935,3.91,4.967,F,El Zapotal,,,Costa Rica,,,Austin Smith,17/01/19222,affinis,
AMNH,392752,12.84,53.14,24.833,2.89,4.43,6.895,4.54,4.623,F,Las Cañas,,,Costa Rica,,,Austin Smith,02/05/23,affinis,
AMNH,398172,12.977,53.403,29.333,2.603,4.223,5.073,3.857,5.22,F,Hacienda California,,,Guatemala,,,,21/06/26,affinis,
AMNH,511962,12.27,52.643,29.667,2.62,4.457,6.825,3.693,4.5,F,Miravelles,,,Costa Rica,,,C.F. Underwood,26/09/45,affinis,
AMNH,511963,12.713,55.977,27,2.895,4.423,6.645,3.54,4.673,F,Miravelles,,,Costa Rica,,,C.F. Underwood,26/09/45,affinis,
AMNH,14661,12.787,54.1,28,NA,NA,6.94,3.697,4.443,M,7 mi al S de Metapa,,,Nicaragua,,,Miller; Griscom; Richardson,02/05/17,affinis,
AMNH,40453,12.593,54.507,27.167,NA,NA,7.23,3.77,4.78,M,,Yucatán,,México,,,,,affinis,
AMNH,40454,11.793,53.03,28.5,2.643,4.073,6.145,3.203,4.447,M,,Yucatán,,México,,,,,affinis,
AMNH,104479,13.12,54,29.333,2.717,4.407,6.06,3.533,4.793,M,,,,México,,,,15/04/1895,affinis,
AMNH,144662,13.003,50.43,24.167,2.43,3.9,5.99,3.417,5.237,M,Matagalpa,,,Nicaragua,,,Miller; Griscom; Richardson,09/04/17,affinis,
AMNH,398144,13.48,56.163,31.333,2.8,5.15,7.09,3.773,5.12,M,Finca el Ciprés ,,,Guatemala,,,C.F. Underwood,,affinis,
AMNH,398145,12.933,54.317,29.667,2.507,4.05,6.885,3.68,4.5,M,Finca el Ciprés ,,,Guatemala,,,C.F. Underwood,,affinis,
AMNH,398146,13.107,55.127,31.167,2.763,4.467,7.61,3.7,4.837,M,Finca el Ciprés ,,,Guatemala,,,C.F. Underwood,27/07/24,affinis,
AMNH,398147,12.74,55.51,29.333,2.707,4.27,6.795,3.677,4.597,M,Finca el Ciprés ,,,Guatemala,,,C.F. Underwood,02/08/24,affinis,
AMNH,398148,12.383,54.413,28.167,2.567,4.25,7.75,3.86,4.913,M,Finca el Ciprés ,,,Guatemala,,,C.F. Underwood,03/08/24,affinis,
AMNH,398149,12.497,51.88,28.5,2.84,4.58,7.43,3.793,4.447,M,Finca el Ciprés ,,,Guatemala,,,C.F. Underwood,03/08/24,affinis,
AMNH,398150,12.623,51.93,29.5,2.693,4.317,6.815,3.533,4.68,M,Finca el Ciprés ,,,Guatemala,,,C.F. Underwood,03/08/24,affinis,
AMNH,398151,12.4,51.777,28.667,2.833,4.467,7.09,4.6,4.75,M,Finca el Ciprés ,,,Guatemala,,,C.F. Underwood,07/08/24,affinis,
AMNH,398152,NA,54.033,30.333,2.71,4.007,7.01,3.487,4.563,M,Finca el Ciprés ,,,Guatemala,,,C.F. Underwood,07/08/24,affinis,
AMNH,398153,13.387,54.927,28.833,3.03,4.59,7.02,4.53,4.597,M,Finca el Ciprés ,,,Guatemala,,,C.F. Underwood,07/08/24,affinis,
AMNH,398155,13.23,60.17,30,2.67,4.467,5.423,3.617,4.973,M,Finca el Ciprés ,,,Guatemala,,,C.F. Underwood,07/08/24,affinis,
AMNH,398156,13.11,55.35,28,2.747,4.46,6.845,3.917,4.783,M,Finca el Ciprés ,,,Guatemala,,,C.F. Underwood,07/08/24,affinis,
AMNH,398157,13.13,53.153,29,2.66,3.86,7.37,4.635,6.075,M,Finca el Ciprés ,,,Guatemala,,,C.F. Underwood,07/08/24,affinis,
AMNH,398159,13.677,57.69,29.333,NA,4.48,7.82,7.81,4.653,M,Finca el Ciprés ,,,Guatemala,,,C.F. Underwood,10/07/25,affinis,
AMNH,398160,12.457,54.627,30,3.03,5.1,7.06,3.643,4.697,M,Finca el Ciprés ,,,Guatemala,,,C.F. Underwood,10/07/25,affinis,
AMNH,398161,13.183,54.873,28,2.48,4.07,7.75,3.787,4.957,M,Finca el Ciprés ,,,Guatemala,,,C.F. Underwood,10/07/25,affinis,
AMNH,398162,12.77,54.773,29,2.54,4.357,6.705,3.7,4.643,M,Finca Carolina,,,Guatemala,,,C.F. Underwood,02/10/25,affinis,
AMNH,398163,12.863,58.56,29.667,3.037,4.383,7.355,3.867,4.76,M,Finca Carolina,,,Guatemala,,,C.F. Underwood,02/10/25,affinis,
AMNH,398164,12.747,56.393,31.523,2.637,4.263,7.965,3.687,4.653,M,Finca Carolina,,,Guatemala,,,C.F. Underwood,02/10/25,affinis,
AMNH,398167,13.163,54.18,27,2.53,4.167,7.17,3.713,4.477,M,Hacienda California,,,Guatemala,,,,nd/nd/1926,affinis,
AMNH,398168,13.227,53.567,26.667,2.937,4.297,7.305,3.65,4.67,M,Hacienda California,,,Guatemala,,,,nd/nd/1926,affinis,
AMNH,398169,13.833,53.73,27,2.363,3.99,7.26,3.54,4.507,M,Hacienda California,,,Guatemala,,,,nd/nd/1926,affinis,
AMNH,398170,13.033,53.667,28.667,2.84,4.56,7.38,7.33,6.075,M,Hacienda California,,,Guatemala,,,,nd/nd/1926,affinis,
AMNH,398171,13.573,55.07,29,2.743,5.08,7.255,3.66,4.597,M,Hacienda California,,,Guatemala,,,,nd/nd/1926,affinis,
AMNH,398173,13.41,54.377,31.167,2.73,4.637,7.2,3.77,4.68,M,Hacienda California,,,Guatemala,,,,nd/nd/1926,affinis,
AMNH,398174,13.423,55.653,31.667,2.683,4.52,7.53,3.8,4.92,M,Hacienda California,,,Guatemala,,,,nd/nd/1926,affinis,
AMNH,406768,12.23,54.123,31,2.33,3.907,6.575,6.25,5.915,M,Tampico,,,México,,,Austin Paul Smith,27/11/1894,affinis,
